Date,规模以上工业增加值:当月同比,中国:工业增加值:规模以上工业企业:煤炭开采和洗选业:当月同比,中国:工业增加值:规模以上工业企业:石油和天然气开采业:当月同比,中国:工业增加值:规模以上工业企业:黑色金属矿采选业:当月同比,中国:工业增加值:规模以上工业企业:有色金属矿采选业:当月同比,中国:工业增加值:规模以上工业企业:非金属矿采选业:当月同比,中国:工业增加值:规模以上工业企业:其他采矿业:当月同比,中国:工业增加值:规模以上工业企业:农副食品加工业:当月同比,中国:工业增加值:规模以上工业企业:食品制造业:当月同比,中国:工业增加值:规模以上工业企业:酒、饮料和精制茶制造业:当月同比,中国:工业增加值:规模以上工业企业:烟草制品业:当月同比,中国:工业增加值:规模以上工业企业:纺织业:当月同比,中国:工业增加值:规模以上工业企业:纺织服装、服饰业:当月同比,中国:工业增加值:规模以上工业企业:皮革、毛皮、羽毛及其制品和制鞋业:当月同比,中国:工业增加值:规模以上工业企业:木材加工及木、竹、藤、棕、草制品业:当月同比,中国:工业增加值:规模以上工业企业:家具制造业:当月同比,中国:工业增加值:规模以上工业企业:造纸及纸制品业:当月同比,中国:工业增加值:规模以上工业企业:印刷和记录媒介的复制业:当月同比,中国:工业增加值:规模以上工业企业:文教、工美、体育和娱乐用品制造业:当月同比,中国:工业增加值:规模以上工业企业:石油、煤炭及其他燃料加工业:当月同比,中国:工业增加值:规模以上工业企业:化学原料及化学制品制造业:当月同比,中国:工业增加值:规模以上工业企业:医药制造业:当月同比,中国:工业增加值:规模以上工业企业:化学纤维制造业:当月同比,中国:工业增加值:规模以上工业企业:橡胶和塑料制品业:当月同比,中国:工业增加值:规模以上工业企业:非金属矿物制品业:当月同比,中国:工业增加值:规模以上工业企业:黑色金属冶炼及压延加工业:当月同比,中国:工业增加值:规模以上工业企业:有色金属冶炼及压延加工业:当月同比,中国:工业增加值:规模以上工业企业:金属制品业:当月同比,中国:工业增加值:规模以上工业企业:通用设备制造业:当月同比,中国:工业增加值:规模以上工业企业:专用设备制造业:当月同比,中国:工业增加值:规模以上工业企业:汽车制造业:当月同比,中国:工业增加值:规模以上工业企业:铁路、船舶、航空航天和其他运输设备制造业:当月同比,中国:工业增加值:规模以上工业企业:电气机械及器材制造业:当月同比,中国:工业增加值:规模以上工业企业:计算机、通信和其他电子设备制造业:当月同比,中国:工业增加值:规模以上工业企业:仪器仪表制造业:当月同比,中国:工业增加值:规模以上工业企业:其他制造业:当月同比,中国:工业增加值:规模以上工业企业:废弃资源综合利用业:当月同比,中国:工业增加值:规模以上工业企业:金属制品、机械和设备修理业:当月同比,中国:工业增加值:规模以上工业企业:电力、热力的生产和供应业:当月同比,中国:工业增加值:规模以上工业企业:燃气生产和供应业:当月同比,中国:工业增加值:规模以上工业企业:水的生产和供应业:当月同比,中国:开工率:聚酯产业链:精对苯二甲酸,中国:开工率:聚酯产业链:对二甲苯,中国:开工率:聚酯产业链:聚酯,中国:开工率:聚酯产业链:乙二醇(综合),中国:开工率:聚酯产业链:织造业,开工率:PTA装置,中国:日均产量:生铁:重点企业,中国:日均产量:粗钢:重点企业,中国:产量:钢材:重点钢铁企业,用电量:工业,用电量:水的生产和供应业,用电量:燃气生产和供应业,用电量:电力、热力的生产和供应业,用电量:金属制品、机械和设备修理业,用电量:废弃资源综合利用业,用电量:其他制造业,用电量:仪器仪表制造业,用电量:计算机、通信和其他电子设备制造业,用电量:电气机械及器材制造业 ,用电量:铁路、船舶、航空航天和其他运输设备制造业,用电量:汽车制造业,用电量:专用设备制造业,用电量:通用设备制造业,用电量:金属制品业,用电量:有色金属冶炼及压延加工业,用电量:黑色金属冶炼及压延加工业 ,用电量:非金属矿物制品业,用电量:橡胶和塑料制品业,用电量:化学纤维制造业,用电量:医药制造业,用电量:化学原料及化学制品制造业,用电量:石油、煤炭及其他燃料加工业,用电量:文教、工美、体育和娱乐用品制造业,用电量:印刷和记录媒介的复制业,用电量:造纸及纸制品业,用电量:家具制造业,用电量:木材加工及木、竹、藤、棕、草制品业,用电量:皮革、毛皮、羽毛及其制品和制鞋业,用电量:纺织服装、服饰业,用电量:纺织业,用电量:烟草制品业,用电量:酒、饮料和精制茶制造业,用电量:食品制造业,用电量:农副食品加工业,用电量:其他采矿业,用电量:有色金属矿采选业,用电量:非金属矿采选业,用电量:煤炭开采和洗选业,用电量:石油和天然气开采业,用电量:黑色金属矿采选业,中国:主要45港口:日均疏港量:铁矿石,中国:生产率:焦炉:国内独立焦化厂(230家),中国:高炉开工率(247家),中国:产量:螺纹钢:主要钢厂,中国:开工率:线材:主要钢厂,中国:产量:线材:主要钢厂,中国:产量:冷轧板卷:主要钢厂,中国:产量:热轧板卷:主要钢厂,中国:产量:中厚板:主要钢厂,中国:开工率:产能(>200万吨):焦化企业(230家),中国:开工率:产能(100-200万吨):焦化企业(230家),中国:开工率(常减压开工率):山东地炼厂,中国:产能利用率:成品油:独立炼厂,中国:产能利用率:成品油:主营炼厂,重点电厂:日耗量:煤炭,中国:江浙地区:开工率:涤纶长丝,中国:装置负荷率:涤纶短纤,中国:开工率:精对苯二甲酸,社会库存:PTA:期末值,港口库存:MEG(乙二醇):华东地区:期末值,聚酯瓶片:企业开工负荷:当周值,中国:产量:乙烯,中国:开工率:乙烯,PVC:开工率:当周值,工厂库存:PP粉:当周环比,库存:PP:国内:当周环比,社会库存:PVC:同比,中国:产能利用率:水泥熟料,制造业PMI,制造业PMI:生产
2025-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.306,82.938,88.9,62.410000000000004,65.8,77.412,195.3,212.9,2257.0,,0.0491452070526364,,0.231490204928219,,,0.1343750671745,,,,,,0.0877376424799405,0.106934251358057,0.0378589739947313,,,-0.0863507787439246,0.0352245623398042,,,0.0420002217402806,0.07832702590803,0.00780374770623382,,,0.0255782225852907,-0.0494699573362037,-0.0194208821579613,0.0167633575231607,0.0180400534730212,0.0406184435120611,,0.0965470696342023,0.0533052695528913,0.051975359392618,,0.00466826944715204,,0.0726762804685526,-0.0201800298306104,319.2,73.18,83.44,0.014759743163681449,0.01358478384893802,-0.007226138669931714,88.25,328.22,0.0029006099270540986,78.94,68.27,49.57,57.25,81.07,488.0,91.9,85.97,0.006593151815436293,212.1,0.052679295995427644,-0.07350855956009905,0.007434221315872236,79.25,-0.011816976504785082,15.1875,-2.547,1.7406000000000006,56.66,,
2025-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.69,83.13,87.178,62.092,62.8,80.69,193.1,209.7,1988.0,0.015344757104278399,0.0738571730490192,0.010577833527385998,0.284427261256964,0.029804998053068396,0.003492318806453301,0.144519785687095,0.009376416727774506,0.17211960351283828,0.032323457477465505,0.032417717811295904,0.04622018939547301,0.100976362904794,0.111971930008084,0.051662740902088,0.0190915034991046,0.010574567107214598,-0.0773580106634103,0.036794320557459,0.006849665806913298,0.0242350982092851,0.0460723715542448,0.0739802054854219,0.010393854958481,0.019707578956633897,0.03482661444037,0.0357752901629345,-0.00820287212484427,-0.0159793388879395,0.0229513752537911,0.00336002384214651,0.0963961756296225,0.0394568887866078,0.11330621347829,0.08294001832244,-0.0218266349349632,-0.23861376409930957,0.065169706803516,0.010672671345948001,0.0770426244175242,0.0767397859439234,319.6,72.7,83.13,-0.02065131870666459,0.0,-0.027392475723376997,86.75,323.07,0.0044272346800955376,78.44,67.72,48.86,58.02,81.47,529.0,91.77,86.61,0.015300022562419358,214.5,-0.10223258067086549,-0.04568451158078535,0.005262104835948911,79.67,-0.01771646228855772,19.3706,1.947,3.1230000000000047,57.39,,
2025-07-18,6.8,6.5,3.6,10.0,14.0,5.6,0.9,8.2,6.4,3.4,8.8,2.5,-1.7,-0.8,2.4,-5.4,3.2,2.5,9.5,11.7,7.5,2.7,6.4,6.7,-0.1,4.1,9.2,6.7,7.8,4.6,11.4,10.1,11.4,11.0,6.5,0.8,16.0,17.5,1.6,4.1,1.3,80.69,83.13,87.122,61.174,60.2,80.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.65,72.92,83.48,-0.03528423710888262,0.012543417054861283,0.03717022793266622,87.03,321.07,0.01031534767016229,78.44,68.16,49.16,58.54,81.21,538.0,92.94,86.42,0.005089701261115742,217.7,0.028124608517143823,0.0,0.0035262743708228683,79.96,0.02323947760760081,-4.3182,-2.6497,3.5597999999999956,58.36,,
2025-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.69,80.822,86.86,62.176,57.8,80.69,194.4,214.1,2080.0,,0.0564965031028068,,0.212175421120016,,,0.132801022717252,,,,,,0.0731378624621257,0.0788703333217833,0.00739022489899943,,,-0.0488463642708959,0.0177426181829832,,,0.0408791448461361,0.0555010737288555,-0.0302262195008773,,,0.00524194066815387,-0.0236618038390051,-0.0479815034419098,-0.0105277464721374,-0.00785719019373743,-0.0146565833834899,,0.059054665876763,0.0494011392038785,-0.0135353521070655,,0.0656998641352469,,-0.0503446312240911,0.0434471284818754,315.22,73.63,83.48,0.013773014072164358,0.012175735165814938,-0.012823677713225123,86.93,317.41,0.004060242526097824,78.82,69.47,50.04,57.2,81.21,521.0,92.09,84.78,0.0,219.6,-0.05235927892511949,-0.00636987991056337,0.016260520871780315,81.26,0.005893400395287074,-5.4632,2.6158,3.233500000000003,58.1,49.3,50.5
2025-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.214,80.66,86.814,62.986000000000004,56.0,78.214,,,,0.022185253165865504,0.0516637156535482,-0.0226382370635738,0.190663609423843,0.0577217602951916,0.03570350374118898,0.161329371794509,0.0304641478063181,0.20788246206674277,0.008307656840800703,0.0467533071850108,0.064598202512241,0.102562585058354,0.132065007879931,0.0580517558977174,0.018501179952793902,0.03463568656042912,-0.00701007038649826,0.0695476951095333,-0.007065980527383199,0.005844441806567499,0.0491879045511376,0.0744292700085791,0.0123967466266126,0.02639052354407802,0.0010223052535493979,0.041151398645324,-0.0117693736417956,-0.00286826987050126,-0.00810743837976446,0.013489622475708,0.00184789366604421,-0.014503415775542601,0.0519568915009896,0.0464792587787637,-0.0126080282603224,0.06833603795737275,0.0817681595396005,0.008079831525510603,-0.0401750636296149,0.0410396616766195,302.78,73.46,83.48,-0.004206751175804158,0.0,-0.0469614957740605,87.2,322.88,-0.0021189655272211283,79.1,68.6,50.99,56.85,81.55,534.0,91.51,84.68,-0.013588690052362296,221.3,-0.09245589537775567,-0.009562914406233247,0.036911727280624085,84.32,-0.004014457418661799,-7.3291,-2.7213,4.129899999999999,58.09,,
2025-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.78,82.01599999999999,86.232,62.774,57.2,76.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.93,73.77,83.77,0.046821392931408745,0.0,0.010033119768266374,86.03,314.8,-0.0006668889877037287,79.18,69.19,48.53,56.19,82.39,588.0,90.66,86.49,-0.04821294909060203,220.3,0.09968228176636496,-0.015354060537076997,0.004377207483722501,84.98,0.012392723064658995,-4.6092,3.9483,6.9191,64.75,,
2025-08-15,5.7,4.2,4.1,11.5,13.2,3.5,13.6,5.6,3.8,0.1,4.3,1.7,-5.3,-3.3,1.2,-5.8,3.1,1.3,-2.6,12.4,7.2,2.4,6.4,4.8,-0.6,8.6,6.8,4.2,8.4,3.8,8.5,13.7,10.2,10.2,3.7,4.4,11.7,12.1,3.4,5.9,-0.4,78.944,84.97,86.44,62.827999999999996,59.4,78.944,191.4,207.4,2005.0,,0.014756907539768,,0.170902268861208,,,0.10075051318989,,,,,,0.0434272100233093,0.0915267711451695,0.0288155543964832,,,0.00458738775053535,0.0489446886623,,,0.0433275021002364,0.0550458999293852,-0.0351535947605043,,,-0.0120103488767769,-0.0346279446790348,-0.0524534917345452,-0.0482812499018264,0.0359069679346784,-0.0065911225104901,,0.00961346950538955,0.0141264791396027,0.00683251441504629,,0.0500189153499762,,-0.0709764325171968,0.0720255870741531,334.77,74.15,83.57,-0.0033050397940010967,0.03668606480722225,0.008606635344159841,86.21,315.66,0.010197089594317532,78.97,70.35,50.09,56.55,82.65,547.0,90.49,86.45,-0.012058716320127338,222.1,0.11055664926777409,-0.003910619508872948,0.010672056711380051,85.89,0.015245399755468902,-10.6102,0.0681,4.135999999999999,51.74,,
2025-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.404,85.22200000000001,86.46,65.086,60.4,76.404,192.4,211.5,2049.0,0.025133153615663407,0.0262059510709072,0.0420622053129629,0.183718363278755,0.06205307568151611,0.03328562313622599,0.189013127836907,0.0766686516178606,0.6420018794272009,0.06151572608902671,0.057325517282795904,0.07483868831256152,0.116134955106728,0.149427458805146,0.0664172157494545,0.0273512081533877,0.0068525121153400065,0.000828704850750261,0.0894638070685339,0.007129757424831705,0.0375259400798324,0.0532847147266049,0.0433373965332879,0.043643382064767,0.061386680455192605,0.0018399069840555602,0.0576271012076792,0.0131494326384436,0.0172111018748184,0.0252210869201912,0.028242276427769,0.0219194851081024,0.014538943979276702,0.0553424672477398,0.0395515953097825,0.0106488023922873,-0.49031595448845566,0.062007476410475,0.0038121292844022006,-0.0579869464014412,0.0602905800777673,325.67,74.19,83.34,-0.027213814544074566,-0.012770513410664375,0.025384190814093266,86.06,325.32,0.0035954017638157865,79.26,70.06,50.99,58.24,81.43,548.0,91.36,86.45,0.016002457464169062,220.3,-0.05235167516391126,0.0,-0.02184322363250768,84.03,-0.014583454937493912,-0.2162,-2.5872,5.2849,44.48,,
2025-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.404,85.33,86.694,67.598,61.4,70.404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.73,72.68,83.18,0.027168464098498823,0.024571260730505085,0.031163830913828683,86.31,324.65,-0.011369569341748154,77.91,68.39,53.24,58.72,81.4,555.0,91.63,86.45,-0.07291779600838844,219.4,-0.20851579576159418,0.0,-0.0008645118448233902,83.96,-0.03200488304224791,0.5353,-5.906,4.8034,36.27,49.4,50.8
2025-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.27799999999999,85.554,87.1,71.69800000000001,62.8,70.27799999999999,,,,,0.0444250291889501,,0.0922956347127963,,,0.115657119040761,,,,,,0.0594476186802921,0.0768654546712981,0.00645471837526301,,,-0.0513809001163676,0.019479232738385,,,0.0544436216966777,0.0425019858144604,-0.0080225951269508,,,0.00506574130275439,-0.050428762643086,-0.0263150510573352,0.00368488427758229,0.0107494035207525,-0.106204512921806,,0.0387850821530129,0.0190448562316694,-0.0182094454003421,,0.0296021275375098,,-0.0243346119957843,0.00986114995587362,317.71,72.59,80.38,-0.00856263202121088,-0.04912395773638423,-0.026116575642438633,85.82,314.17,-0.05490112067232733,77.56,68.36,55.06,60.02,81.59,504.0,91.28,86.45,-0.01966715806442121,208.1,-0.06613138805946717,0.0034923552992198736,0.009183152347555179,82.77,0.04580545693766869,8.5578,8.0594,6.5486,40.73,,
2025-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.686,87.0,87.36,71.29599999999999,64.8,74.686,189.6,208.7,1956.0,-0.006027906163170303,0.0384969847279588,0.03380402132738,0.106676299727434,-0.0016262341248447984,-0.030906946826974507,0.135620319596964,0.028960479895160998,0.16969270055668062,-0.00244054307258898,0.015470407313455503,0.03249204873160501,0.063425448891167,0.0971344334465483,0.0173349846909945,-0.04113085387803181,-0.0366655771443876,-0.0417444462633535,0.0262917370161133,-0.00016484727212049896,0.006009624468822802,0.0266258428039581,0.0423776259138087,0.0185604920272628,0.0395696394083748,0.02029003208208505,0.00897126083707023,-0.070132399647574,-0.00960167978955984,-0.00711274277576823,0.00853705387539216,0.0151750661863372,-0.01270831835404102,0.0485564570086989,0.0179072758578602,-0.00952943587155441,-0.1416118951519323,0.0500814424375202,-0.04366106589208331,-0.0911673732098836,0.0198280471083392,331.36,75.6,83.85,-0.030843132266580753,0.025381540816279635,-0.006224695652328194,84.58,325.21,-0.03790750190803749,80.33,72.07,58.39,61.74,81.59,474.0,91.43,86.82,0.07578228317570179,202.8,-0.020991869531302054,0.013711176644989997,0.0004759864909704703,82.77,0.04067056679145953,-3.5036,-1.1686,3.4680999999999997,55.69,,
2025-09-19,5.2,5.1,4.7,7.1,8.5,3.0,-2.4,4.7,2.0,-2.4,0.5,1.5,-7.1,-4.6,-1.2,-7.2,2.0,-1.0,-8.0,10.2,7.6,3.3,10.5,3.5,0.5,7.3,9.1,2.8,7.3,4.0,8.4,12.0,9.8,9.9,5.9,2.8,17.8,11.0,2.5,4.4,-0.9,78.098,86.768,87.358,70.888,66.4,78.098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.24,75.33,84.0,4.7173149051893404e-05,0.0,0.0004711425293280058,85.08,326.58,0.010696701529169239,80.03,71.92,58.73,62.3,81.52,464.0,91.54,87.01,0.030743356570173574,203.1,0.024666414348272436,-0.015385985131379343,-0.011679244378561826,81.56,-0.03858424448038189,-0.9077,-4.2601,1.9758000000000004,53.06,,
2025-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.49,87.008,86.982,70.392,67.0,76.49,191.0,207.3,2061.0,,0.042293820771133,,0.126327437875613,,,0.226591684525372,,,,,,0.145299721886446,0.195354418658582,0.11246089262148,,,0.0164952984063751,0.139604830920019,,,0.0344939233452151,0.0270152565473416,0.115543501107349,,,0.126756282924086,0.0508857865206407,0.0821060862791487,0.0719757461366464,0.0695768897900602,0.0837308346116037,,0.127797483840344,0.0865625569389352,0.0211754699241777,,0.0951981093734418,,-0.114076831548636,0.0521671020703796,336.48,75.29,84.47,-0.026141843736712467,0.0,0.04151887834779355,87.95,324.12,0.03630900215573085,79.9,71.87,58.28,63.07,80.27,423.0,91.54,87.16,-0.010535312375633765,208.7,0.05752221689554071,-0.016904191788054135,0.03565895373915229,82.77,0.018327823296615087,-2.5954,-5.5031,2.9232999999999993,57.5,49.8,51.9
2025-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.99,88.18666666666667,86.39,70.29,67.0,75.99,181.7,188.9,2142.0,-0.034290832701886494,0.0308524168422057,-0.0902579560313482,0.102522052938397,-0.1017965661446484,-0.07243234248724299,0.144606248910072,-0.05628737067049,-0.3206019188680431,-0.017967049478715996,-0.0665056917978023,-0.054587468046289,0.0954824198430704,0.120610664029009,0.0234733972519916,-0.03086053275582759,-0.0005475948573036987,-0.0417376383543843,0.036560181390934,0.017501639984247204,-0.001964652157672206,0.053140237036821,0.0281602110769723,0.00761876861745026,-0.10681801219598269,-0.042233719521998794,0.0139592503193595,-0.0600476477048775,0.0104426528354606,0.0469004949464027,0.0362368312766657,-0.0249883564212792,-0.0749467230044331,0.0929280974443611,0.0289286255940668,0.0172688169070878,0.08800115273371345,0.00240866650530669,-0.0038854854917563034,-0.0730959300670545,0.0231052101794511,,74.98,84.27,,,,,,,79.77,71.34,56.2,,,,,,,,,,,,,-12.8527,,-0.04889999999999972,,,
2025-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.46,88.48,88.18,70.33,69.0,74.46,187.5,203.2,1961.0,-0.015799855413240402,0.031731873574492,-0.01583483909090419,0.130496662178249,-0.025360029539506928,-0.08300639098116111,0.130957873232644,0.009253149384287007,0.22359762785691162,0.019473959072853014,0.007938093571676602,0.014444184547143024,0.0546114809056304,0.0656486574278818,-0.0456363800305769,0.011093556703056992,-0.0514814789353002,-0.0875648538021105,-0.0383654778579143,0.005335700425247003,0.0470238996530761,0.0498982438435724,0.0555815964095039,-0.00555279563728484,-0.0302011402340739,3.7839600890401254e-05,-0.0253793891158688,-0.15603874017059,-0.0217236869385828,0.0734725481445371,-0.00133567663584255,-0.0856643611405136,-0.03841437067927869,0.0988160919996666,0.0425360732485565,0.0111096467622704,0.123033713859801,-0.0401395644199659,-0.026197028756296696,-0.0388313777508393,-0.00652970444719259,326.93,74.93,84.25,,,,88.09,323.2,,80.3,70.57,55.81,62.24,82.26,430.0,91.09,87.16,,212.5,,,,,,52.1583,30.9629,3.526,57.23,,
2025-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.34666666666666,88.48,87.99666666666667,70.45833333333333,70.0,75.34666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.64,73.97,84.25,-0.010628668661388119,0.03711078343751861,-0.016511880500177156,87.39,321.77,-0.004131600240997457,78.47,70.57,55.34,61.96,81.23,484.0,91.04,87.16,-0.025092795905486298,213.1,0.10625878654688181,0.02874482824376834,-0.0027422320657759514,83.75,-0.05284734763730903,1.5839,-0.3962,0.912700000000001,54.36,,
2025-10-24,6.5,6.4,8.9,4.9,3.1,2.1,60.8,6.0,6.5,0.8,4.1,2.2,-5.5,-4.5,-3.8,-5.2,2.3,-1.1,5.9,10.4,9.0,5.4,10.1,5.3,0.2,2.2,8.4,4.0,9.3,5.4,16.0,10.3,7.9,11.3,7.8,0.9,18.5,30.3,0.5,1.9,0.8,75.07,88.48,89.08,68.678,72.8,75.07,185.0,201.4,1976.0,,0.028953269015745,,0.176519310529599,,,0.183321659779391,,,,,,0.111427930305031,0.133592001866754,0.0305135951857947,,,-0.0487657747388783,0.0479518204676299,,,0.0370658873164764,0.0464215766496336,0.0787035378895871,,,0.0603356579268579,-0.0410748562776462,0.0473368607288518,0.0834242872135165,0.0249201210401435,0.0522457053545264,,0.1025661091561,0.0605281062095109,0.0365747642876944,,0.0301755054983317,,-0.0148049415598327,-0.00456788919199225,312.73,73.14,84.73,0.028949196663526244,0.01180074731984071,0.042195475234873214,86.05,322.55,-0.0029704830308237007,77.98,69.2,56.22,61.35,80.89,,91.04,85.14,0.005543105126170289,211.9,-0.028690492462929207,0.0,-0.006151605498394552,80.29,-0.01091307077654946,0.5353,-5.9231,0.025900000000000034,63.75,,
2025-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.914,88.64,89.74,69.39200000000001,74.4,75.914,,,,-0.0016943851006550048,0.0273795699607935,-0.0169292800060983,0.190623548800305,-0.010096525284602309,0.020220112840745097,0.141461848314804,-0.0645220980620596,-0.37205014761251953,-0.021916831961936,-0.02555091957141971,-0.019705358059547012,0.0770843544102022,0.127703972098156,0.0405192261678406,-0.0110704275120663,-0.0002913441298886994,-0.00961188132299662,0.0442924801643081,-0.0209566579751082,-0.0345050484141153,0.0511829888227531,0.0447061418058958,0.0156418118097481,-0.0437757192483495,0.0315453427175177,0.0439758391621026,0.0157544573519959,0.00187245455146656,0.0114772805533268,0.0209809878317802,-0.00915381842918206,-0.0424590166543437,0.0691621818817008,0.0693629064990722,0.034399318944867,-0.2487771064254738,0.0668138564753602,0.026630517911984092,-0.00735063473032804,0.0136184619342998,320.07,72.72,81.73,0.02634928625636057,0.0,0.016725989072734926,85.95,323.63,0.01262526392793184,77.95,68.37,55.22,62.38,80.5,,90.67,85.63,0.031098645012005655,213.6,0.03473280691889169,0.0,0.00036832412939435955,83.26,0.04064534302909806,-5.8796,-6.7972,-1.2241,62.5,49.0,49.7
